fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,quality
6.1,0.21,0.3,6.3,39.0,47.0,136.0,99.068,3.27,0.31,12.7,white,6.0
7.3,0.25,0.26,7.2,48.0,52.0,207.0,99.587,3.12,0.37,9.2,white,5.0
7.3,0.25,0.26,7.2,48.0,52.0,207.0,99.587,3.12,0.37,9.2,white,5.0
6.2,0.22,0.3,12.4,54.0,108.0,152.0,99.728,3.1,0.47,9.5,white,6.0
6.5,0.27,0.19,6.6,45.0,98.0,175.0,99.364,3.16,0.34,10.1,white,6.0
None,0.27,0.19,6.6,45.0,98.0,175.0,99.364,3.16,0.34,10.1,white,6.0
6.6,0.39,0.22,4.0,38.0,17.0,98.0,99.018,3.25,0.53,13,white,7.0
6.0,0.31,0.38,4.8,0.04,41.0,101.0,98.968,3.24,0.56,13.1,white,6.0
8.4,0.23,0.32,1.3,48.0,59.0,113.0,99.178,3.1,0.55,11,white,6.0
7.3,0.25,0.26,7.2,48.0,52.0,207.0,99.587,3.12,0.37,9.2,white,5.0
6.0,0.22,0.25,11.1,56.0,112.0,177.0,9.961,3.08,0.36,9.4,white,6.0
6.2,0.22,0.3,12.4,54.0,108.0,152.0,99.728,3.1,0.47,9.5,white,6.0
6.1,0.23,0.27,9.8,55.0,74.0,134.0,99.534,3.16,0.4,10.2,white,6.0
6.5,0.27,0.19,6.6,45.0,98.0,175.0,99.364,3.16,0.34,10.1,white,6.0
7.3,0.36,0.54,13.3,54.0,63.0,193.0,99.864,3.06,0.49,8.6,white,4.0
7.6,0.37,0.51,11.7,94.0,58.0,181.0,99.776,2.91,0.51,9,white,5.0
6.7,0.26,0.51,8.0,62.0,50.0,194.0,99.545,3.13,0.5,9.6,white,5.0
7.4,0.22,0.27,1.6,57.0,45.0,98.0,99.299,3.29,0.44,9.9,white,7.0
6.1,0.22,0.28,16.55,59.0,54.0,135.0,99.665,3.2,0.38,10.5,white,5.0
7.1,0.28,0.31,1.5,53.0,20.0,98.0,99.069,3.15,0.5,11.4,white,5.0
6.5,0.35,0.31,10.2,69.0,58.0,170.0,99.692,3.18,0.49,9.4,white,5.0
6.8,0.73,0.2,6.6,54.0,25.0,65.0,99.324,3.12,0.28,11.1,white,4.0
6.0,0.28,0.24,17.8,47.0,42.0,111.0,99.896,3.1,0.45,8.9,white,6.0
6.0,0.28,0.24,17.8,47.0,42.0,111.0,99.896,3.1,0.45,8.9,white,6.0
7.1,0.2,0.37,1.5,49.0,28.0,129.0,99.226,3.15,0.52,10.8,white,5.0
6.8,0.33,0.31,7.4,45.0,34.0,143.0,99.226,3.06,0.55,12.2,white,6.0
6.0,0.28,0.24,17.8,47.0,42.0,111.0,99.896,3.1,0.45,8.9,white,6.0
7.2,0.24,0.36,2.0,29.0,21.0,63.0,99.076,3.13,0.63,12.5,white,6.0
6.8,0.33,0.31,7.4,45.0,34.0,143.0,99.226,3.06,0.55,12.2,white,6.0
7.2,0.24,0.36,2.0,29.0,21.0,63.0,99.076,3.13,0.63,12.5,white,6.0
6.0,0.28,0.24,17.8,47.0,42.0,111.0,99.896,3.1,0.45,8.9,white,6.0
6.2,0.27,0.26,12.1,46.0,43.0,127.0,9.951,3.16,0.37,10.8,white,6.0
6.4,0.38,0.26,8.2,43.0,28.0,98.0,99.234,2.99,0.31,11.4,white,6.0
7.1,0.2,0.37,1.5,49.0,28.0,129.0,99.226,3.15,0.52,10.8,white,5.0
6.0,0.21,0.3,8.7,36.0,47.0,127.0,99.368,3.18,0.39,10.6,white,5.0
7.0,0.34,0.1,3.5,44.0,17.0,63.0,9.937,3.01,0.39,9.2,white,5.0
5.9,435.0,0.16,6.4,31.0,21.0,134.0,99.151,3.24,0.46,12.2,white,6.0
7.0,0.25,0.33,2.1,21.0,17.0,76.0,99.021,3.26,0.45,12.3,white,6.0
6.7,0.26,0.29,7.7,38.0,40.0,179.0,99.479,3.23,0.56,10.4,white,6.0
7.0,0.24,0.3,12.3,35.0,72.0,172.0,9.954,2.99,0.57,10.4,white,6.0
8.5,0.23,0.34,1.3,35.0,54.0,110.0,99.176,3.07,0.55,11,white,7.0
6.0,0.21,0.3,8.7,36.0,47.0,127.0,99.368,3.18,0.39,10.6,white,5.0
7.0,0.34,0.1,3.5,44.0,17.0,63.0,9.937,3.01,0.39,9.2,white,5.0
4.8,0.65,0.12,1.1,13.0,4.0,10.0,99.246,3.32,0.36,13.5,white,4.0
6.1,0.22,0.38,2.8,144.0,12.0,65.0,9.908,2.95,0.64,11.4,white,6.0
5.8,0.27,0.26,3.5,71.0,26.0,69.0,98.994,3.1,0.38,11.5,white,6.0
5.0,455.0,0.18,1.9,36.0,33.0,106.0,98.746,3.21,0.83,14,white,7.0
6.5,0.33,0.3,3.8,36.0,34.0,88.0,99.028,3.25,0.63,12.5,white,7.0
6.5,0.33,0.3,3.8,36.0,34.0,88.0,99.028,3.25,0.63,12.5,white,7.0
6.7,0.31,0.3,2.4,38.0,30.0,83.0,98.867,3.09,0.36,12.8,white,7.0
6.2,0.39,0.24,4.8,37.0,45.0,138.0,99.174,3.23,0.43,11.2,white,7.0
6.2,0.39,0.24,4.8,37.0,45.0,138.0,99.174,3.23,0.43,11.2,white,7.0
7.1,0.37,0.3,6.2,0.04,49.0,139.0,99.021,3.17,0.27,13.6,white,6.0
7.2,0.23,0.82,1.3,149.0,70.0,109.0,99.304,2.93,0.42,9.2,white,6.0
6.5,0.33,0.3,3.8,36.0,34.0,88.0,99.028,3.25,0.63,12.5,white,7.0
7.2,0.25,0.32,1.5,54.0,24.0,105.0,99.154,3.17,0.48,11.1,white,6.0
None,0.39,0.24,4.8,37.0,45.0,138.0,99.174,3.23,0.43,11.2,white,7.0
None,455.0,0.18,1.9,36.0,33.0,106.0,98.746,3.21,0.83,14,white,7.0
None,0.37,0.3,6.2,0.04,49.0,139.0,99.021,3.17,0.27,13.6,white,6.0
6.2,0.28,0.51,7.9,56.0,49.0,206.0,9.956,3.18,0.52,9.4,white,5.0
6.4,0.35,0.28,1.6,37.0,31.0,113.0,98.779,3.12,0.4,14.2,white,7.0
6.6,0.31,0.28,1.4,35.0,28.0,107.0,98.836,3.0,0.4,13.2,white,6.0
7.4,0.25,0.37,2.6,0.05,24.0,132.0,99.138,3.04,0.53,11.2,white,6.0
7.3,0.36,0.34,14.8,57.0,46.0,173.0,99.751,3.14,0.57,10.2,white,5.0
6.7,0.31,0.3,2.4,38.0,30.0,83.0,98.867,3.09,0.36,12.8,white,7.0
8.6,0.31,0.3,0.9,45.0,16.0,109.0,99.249,2.95,0.39,10.1,white,5.0
8.6,0.31,0.3,0.9,45.0,16.0,109.0,99.249,2.95,0.39,10.1,white,5.0
8.6,0.22,0.33,1.2,31.0,38.0,95.0,99.239,2.83,0.31,10.3,white,5.0
6.9,0.14,0.29,9.9,56.0,30.0,91.0,99.512,3.19,0.33,9.9,white,6.0
6.5,0.22,0.31,3.9,46.0,17.0,106.0,99.098,3.15,0.31,11.5,white,5.0
6.6,0.32,0.47,15.6,63.0,27.0,173.0,99.872,3.18,0.56,9,white,5.0
6.6,0.32,0.47,15.6,63.0,27.0,173.0,99.872,3.18,0.56,9,white,5.0
6.1,0.28,0.26,1.5,0.03,25.0,101.0,98.894,3.03,0.41,12.1,white,6.0
6.2,0.3,0.28,1.6,36.0,28.0,106.0,988.245,3.14,0.41,13.3,white,6.0
6.9,0.22,0.28,7.8,0.05,43.0,116.0,99.326,3.22,0.6,11.5,white,8.0
8.7,0.31,0.21,5.6,39.0,28.0,67.0,99.328,2.96,0.52,11,white,4.0
7.3,0.27,0.3,1.3,0.04,26.0,84.0,99.222,3.28,0.53,10.7,white,6.0
7.0,0.46,0.2,16.7,46.0,50.0,184.0,99.898,3.08,0.56,9.4,white,5.0
None,0.23,0.25,7.95,42.0,16.0,108.0,99.486,3.44,0.61,10.3,white,6.0
6.5,0.36,0.36,6.7,185.0,51.5,151.0,99.528,3.17,0.42,9.3,white,5.0
8.2,0.18,0.38,1.1,0.04,41.0,92.0,99.062,2.88,0.6,12,white,6.0
6.2,0.27,0.32,6.3,48.0,47.0,159.0,99.282,3.21,0.6,11,white,6.0
6.9,0.4,0.37,8.9,53.0,36.0,148.0,996.0,3.16,0.5,9.3,white,5.0
4.9,345.0,0.34,1.0,68.0,32.0,143.0,99.138,3.24,0.4,10.1,white,5.0
7.2,0.23,0.39,1.5,53.0,26.0,106.0,99.166,3.18,0.47,11.1,white,6.0
6.4,0.2,0.15,6.6,46.0,26.0,113.0,99.408,2.99,0.58,9.9,white,6.0
6.1,0.27,0.32,6.2,48.0,47.0,161.0,99.281,3.22,0.6,11,white,6.0
6.2,0.27,0.32,6.3,48.0,47.0,159.0,99.282,3.21,0.6,11,white,6.0
6.0,0.3,0.33,2.1,42.0,31.0,127.0,98.964,3.32,0.42,12.5,white,6.0
6.1,0.3,0.32,2.2,42.0,41.0,142.0,98.952,3.31,0.44,12.7,white,7.0
5.7,0.14,0.3,5.4,45.0,26.0,105.0,99.469,3.32,0.45,9.3,white,5.0
6.9,0.4,0.37,8.9,53.0,36.0,148.0,996.0,3.16,0.5,9.3,white,5.0
4.9,345.0,0.34,1.0,68.0,32.0,143.0,99.138,3.24,0.4,10.1,white,5.0
6.3,0.33,0.2,17.9,66.0,36.0,161.0,9.991,3.14,0.51,8.8,white,5.0
None,0.16,0.3,2.6,43.0,34.0,90.0,99.047,2.88,0.47,11.2,white,6.0
8.4,0.22,0.3,1.3,38.0,45.0,122.0,99.178,3.13,0.54,10.8,white,7.0
6.3,0.33,0.2,17.9,66.0,36.0,161.0,9.991,3.14,0.51,8.8,white,5.0
7.0,0.16,0.3,2.6,43.0,34.0,90.0,99.047,2.88,0.47,11.2,white,6.0
5.4,0.24,0.18,2.3,0.05,22.0,145.0,99.207,3.24,0.46,10.3,white,5.0
7.7,0.31,0.36,4.3,26.0,15.0,87.0,99.152,3.11,0.48,12,white,5.0
5.6,185.0,0.19,7.1,48.0,36.0,110.0,99.438,3.26,0.41,9.5,white,6.0
5.6,185.0,0.19,7.1,48.0,36.0,110.0,99.438,3.26,0.41,9.5,white,6.0
6.6,0.43,0.24,11.9,0.04,54.0,159.0,99.622,3.14,0.54,9.8,white,6.0
7.6,0.39,0.46,11.7,84.0,55.0,170.0,99.773,2.91,0.51,9,white,5.0
7.2,0.58,0.27,5.8,32.0,40.0,118.0,99.088,3.17,0.53,13,white,7.0
6.0,0.34,0.32,3.8,44.0,13.0,116.0,99.108,3.39,0.44,11.8,white,7.0
7.5,0.35,0.48,12.4,56.0,61.0,176.5,99.803,2.97,0.52,8.8,white,5.0
7.3,0.38,0.23,6.5,0.05,18.0,102.0,99.304,3.1,0.55,11.2,white,4.0
5.4,185.0,0.19,7.1,48.0,36.0,110.0,99.438,3.26,0.41,9.5,white,6.0
6.3,0.27,0.51,7.6,49.0,35.0,200.0,99.548,3.16,0.54,9.4,white,4.0
6.5,0.29,0.52,7.9,49.0,35.0,192.0,99.551,3.16,0.51,9.5,white,6.0
6.4,0.17,0.3,2.8,34.0,33.0,125.0,99.152,3.03,0.49,10.4,white,6.0
6.7,0.18,0.31,10.6,35.0,42.0,143.0,99.572,3.08,0.49,9.8,white,7.0
6.4,0.17,0.3,2.8,34.0,33.0,125.0,99.152,3.03,0.49,10.4,white,6.0
6.8,0.37,0.67,1.5,175.0,16.0,98.0,99.244,3.06,0.56,10.3,white,6.0
6.3,0.27,0.51,7.6,49.0,35.0,200.0,99.548,3.16,0.54,9.4,white,4.0
6.5,0.29,0.52,7.9,49.0,35.0,192.0,99.551,3.16,0.51,9.5,white,6.0
6.1,0.24,0.26,1.7,33.0,61.0,134.0,9.903,3.19,0.81,11.9,white,7.0
7.0,0.32,0.29,7.6,25.0,35.0,124.0,99.162,3.15,0.65,12.8,white,7.0
6.9,0.27,0.25,7.5,0.03,18.0,117.0,99.116,3.09,0.38,13,white,6.0
6.5,0.29,0.53,1.7,0.04,41.0,192.0,9.922,3.26,0.59,10.4,white,7.0
6.5,0.29,0.52,1.7,34.0,41.0,193.0,99.223,3.25,0.59,10.4,white,6.0
6.1,0.22,0.25,12.1,35.0,54.0,135.0,99.481,3.21,0.4,10.7,white,5.0
6.3,0.22,0.27,4.5,36.0,81.0,157.0,9.928,3.05,0.76,10.7,white,7.0
6.1,0.24,0.26,1.7,33.0,61.0,134.0,9.903,3.19,0.81,11.9,white,7.0
5.6,0.23,0.25,8.0,43.0,31.0,101.0,99.429,3.19,0.42,10.4,white,6.0
7.0,0.32,0.29,7.6,25.0,35.0,124.0,99.162,3.15,0.65,12.8,white,7.0
6.8,0.11,0.27,8.6,44.0,45.0,104.0,99.454,3.2,0.37,9.9,white,6.0
6.8,0.11,0.27,8.6,44.0,45.0,104.0,99.454,3.2,0.37,9.9,white,6.0
7.3,0.23,0.41,14.6,48.0,73.0,223.0,99.863,3.16,0.71,9.4,white,6.0
6.1,0.2,0.17,1.6,48.0,46.0,129.0,991.0,3.3,0.43,11.4,white,6.0
6.8,0.11,0.27,8.6,44.0,45.0,104.0,99.454,3.2,0.37,9.9,white,6.0
7.3,0.23,0.41,14.6,48.0,73.0,223.0,99.863,3.16,0.71,9.4,white,6.0
6.9,0.2,0.41,1.1,0.06,36.0,104.0,99.317,2.99,0.39,9.2,white,5.0
6.7,0.19,0.32,3.7,41.0,26.0,76.0,99.173,2.9,0.57,10.5,white,7.0
6.7,0.28,0.34,8.9,48.0,32.0,111.0,99.455,3.25,0.54,11,white,7.0
6.7,0.28,0.34,8.9,48.0,32.0,111.0,99.455,3.25,0.54,11,white,7.0
8.0,0.37,0.31,4.7,38.0,3.0,127.0,99.186,2.9,0.72,12.1,white,5.0
6.7,0.28,0.34,8.9,48.0,32.0,111.0,99.455,3.25,0.54,11,white,7.0
6.0,0.26,0.29,3.1,41.0,37.0,144.0,98.944,3.22,0.39,12.8,white,7.0
6.4,0.24,0.49,5.8,53.0,25.0,120.0,9.942,3.01,0.98,10.5,white,6.0
6.4,0.24,0.49,5.8,53.0,25.0,120.0,9.942,3.01,0.98,10.5,white,6.0
6.4,0.24,0.49,5.8,53.0,25.0,120.0,9.942,3.01,0.98,10.5,white,6.0
6.4,0.25,0.57,1.0,62.0,21.0,122.0,99.238,3.0,0.4,9.5,white,5.0
6.1,0.25,0.48,15.8,52.0,25.0,94.0,99.782,3.07,0.45,9.2,white,6.0
6.8,0.14,0.35,1.5,47.0,40.0,117.0,99.111,3.07,0.72,11.1,white,6.0
6.5,0.38,0.26,5.2,42.0,33.0,112.0,99.067,3.06,0.5,12.3,white,7.0
6.8,0.14,0.35,1.5,47.0,40.0,117.0,99.111,3.07,0.72,11.1,white,6.0
5.4,0.15,0.32,2.5,37.0,10.0,51.0,98.878,3.04,0.58,12.6,white,6.0
6.4,0.25,0.57,1.0,62.0,21.0,122.0,99.238,3.0,0.4,9.5,white,5.0
6.1,0.25,0.48,15.8,52.0,25.0,94.0,99.782,3.07,0.45,9.2,white,6.0
6.8,0.22,0.32,5.9,54.0,40.0,152.0,9.938,3.2,0.57,10.8,white,6.0
7.2,0.21,0.29,3.1,44.0,39.0,122.0,99.143,3.0,0.6,11.3,white,6.0
6.0,0.26,0.29,3.1,41.0,37.0,144.0,98.944,3.22,0.39,12.8,white,7.0
6.4,0.24,0.49,5.8,53.0,25.0,120.0,9.942,3.01,0.98,10.5,white,6.0
6.5,0.46,0.24,11.5,51.0,56.0,171.0,99.588,3.08,0.56,9.8,white,6.0
6.5,0.18,0.48,18.0,54.0,56.0,183.0,100.038,2.98,0.61,8.5,white,6.0
6.2,0.32,0.12,4.8,54.0,6.0,97.0,99.424,3.16,0.5,9.3,white,5.0
7.2,0.4,0.24,8.5,55.0,45.0,151.0,99.626,3.2,0.52,9.2,white,5.0
5.9,0.23,0.24,1.6,37.0,32.0,115.0,99.076,3.21,0.51,11.4,white,6.0
6.4,0.18,0.48,18.0,54.0,56.0,183.0,100.038,2.98,0.61,8.5,white,6.0
6.2,0.32,0.12,4.8,54.0,6.0,97.0,99.424,3.16,0.5,9.3,white,5.0
6.4,0.37,0.12,5.9,56.0,6.0,91.0,99.536,3.06,0.46,8.4,white,4.0
7.0,0.23,0.42,1.1,62.0,35.0,100.0,99.318,3.04,0.4,9.2,white,5.0
7.2,0.4,0.24,8.5,55.0,45.0,151.0,99.626,3.2,0.52,9.2,white,5.0
7.6,0.19,0.37,13.1,33.0,52.0,151.0,99.726,3.18,0.79,10.4,white,6.0
6.0,0.28,0.27,4.1,46.0,50.0,147.0,99.126,3.27,0.56,11.6,white,6.0
6.2,0.32,0.45,2.9,29.0,37.0,94.0,98.998,3.25,0.6,12.4,white,6.0
7.6,0.19,0.37,13.1,33.0,52.0,151.0,99.726,3.18,0.79,10.4,white,6.0
6.4,0.26,0.26,1.1,52.0,22.0,176.0,99.304,3.09,0.54,9.3,white,5.0
5.9,0.25,0.27,1.5,29.0,37.0,81.0,9.892,3.2,0.46,12.2,white,6.0
6.1,0.28,0.3,7.75,31.0,33.0,139.0,99.296,3.22,0.46,11,white,6.0
6.9,0.19,0.38,1.15,23.0,30.0,105.0,99.047,3.11,0.38,11.4,white,5.0
6.4,0.29,0.57,1.0,0.06,15.0,120.0,9.924,3.06,0.41,9.5,white,5.0
6.8,0.27,0.22,17.8,34.0,16.0,116.0,9.989,3.07,0.53,9.2,white,5.0
7.5,0.26,0.38,5.7,21.0,23.0,125.0,99.338,3.13,0.62,11.1,white,6.0
6.8,0.27,0.22,17.8,34.0,16.0,116.0,9.989,3.07,0.53,9.2,white,5.0
6.4,0.2,0.22,7.4,32.0,53.0,172.0,99.404,3.24,0.58,11,white,6.0
7.3,0.33,0.22,1.4,41.0,40.0,177.0,99.287,3.14,0.48,9.9,white,5.0
7.3,0.34,0.22,1.4,44.0,43.0,176.0,99.286,3.14,0.46,9.9,white,5.0
6.4,0.29,0.57,1.0,0.06,15.0,120.0,9.924,3.06,0.41,9.5,white,5.0
6.1,1.1,0.16,4.4,33.0,8.0,109.0,99.058,3.35,0.47,12.4,white,4.0
6.3,0.24,0.29,1.6,52.0,48.0,185.0,9.934,3.21,0.5,9.4,white,5.0
6.2,0.24,0.22,7.9,53.0,45.0,149.0,99.545,3.23,0.52,9.3,white,5.0
7.4,0.16,0.27,15.5,0.05,25.0,135.0,9.984,2.9,0.43,8.7,white,7.0
7.4,0.16,0.27,15.5,0.05,25.0,135.0,9.984,2.9,0.43,8.7,white,7.0
7.4,0.16,0.27,15.5,0.05,25.0,135.0,9.984,2.9,0.43,8.7,white,7.0
7.4,0.16,0.27,15.5,0.05,25.0,135.0,9.984,2.9,0.43,8.7,white,7.0
7.2,0.17,0.28,17.55,0.05,33.0,154.0,99.971,2.94,0.43,9,white,7.0
6.9,0.19,0.35,13.5,38.0,49.0,118.0,99.546,3.0,0.63,10.7,white,6.0
6.9,0.19,0.35,13.5,38.0,49.0,118.0,99.546,3.0,0.63,10.7,white,6.0
6.8,0.16,0.36,1.3,34.0,32.0,98.0,99.058,3.02,0.58,11.3,white,6.0
7.4,0.16,0.27,15.5,0.05,25.0,135.0,9.984,2.9,0.43,8.7,white,7.0
6.8,0.3,0.27,11.6,28.0,22.0,97.0,99.314,2.96,0.38,11.7,white,6.0
6.2,0.24,0.22,7.9,53.0,45.0,149.0,99.545,3.23,0.52,9.3,white,5.0
7.4,0.16,0.27,15.5,0.05,25.0,135.0,9.984,2.9,0.43,8.7,white,7.0
7.2,0.17,0.28,17.55,0.05,33.0,154.0,99.971,2.94,0.43,9,white,7.0
6.8,0.3,0.27,11.6,28.0,22.0,97.0,99.314,2.96,0.38,11.7,white,6.0
6.5,0.43,0.18,13.15,32.0,25.0,131.0,99.565,3.23,0.51,10.7,white,5.0
6.6,0.17,0.36,1.9,36.0,38.0,110.0,99.056,3.05,0.54,11.4,white,6.0
6.9,0.19,0.35,13.5,38.0,49.0,118.0,99.546,3.0,0.63,10.7,white,6.0
6.8,0.16,0.36,1.3,34.0,32.0,98.0,99.058,3.02,0.58,11.3,white,6.0
6.4,0.41,0.01,6.1,48.0,20.0,70.0,99.362,3.19,0.42,10,white,5.0
6.4,0.41,0.01,6.1,48.0,20.0,70.0,99.362,3.19,0.42,10,white,5.0
None,0.36,0.32,1.9,36.0,27.0,119.0,99.196,3.15,0.49,11.2,white,6.0
6.1,0.17,0.21,1.9,0.09,44.0,130.0,99.255,3.07,0.41,9.7,white,5.0
5.5,0.28,0.21,1.6,32.0,23.0,85.0,99.027,3.42,0.42,12.5,white,5.0
6.6,0.5,0.26,11.3,29.0,32.0,110.0,99.302,3.27,0.78,12.9,white,8.0
7.1,0.44,0.27,8.4,57.0,60.0,160.0,99.257,3.16,0.36,11.8,white,6.0
6.9,0.38,0.28,8.3,62.0,22.0,166.0,99.506,3.16,0.72,10.6,white,5.0
7.1,0.44,0.27,8.4,57.0,60.0,160.0,99.257,3.16,0.36,11.8,white,6.0
6.2,0.24,0.28,12.2,49.0,54.0,133.0,9.952,3.19,0.37,10.7,white,6.0
6.1,0.28,0.27,8.0,48.0,41.0,162.0,99.498,3.21,0.51,9.9,white,5.0
7.6,0.26,0.32,1.3,48.0,23.0,76.0,9.903,2.96,0.46,12,white,6.0
7.5,0.16,0.38,12.7,43.0,70.5,163.0,99.706,3.15,0.82,10.4,white,7.0
6.5,0.36,0.16,1.3,54.0,11.0,107.0,99.398,3.19,0.39,8.5,white,5.0
6.6,0.35,0.19,10.5,0.06,15.0,82.0,99.588,3.13,0.38,9.9,white,4.0
5.7,0.25,0.26,12.5,49.0,52.5,120.0,99.691,3.08,0.45,9.4,white,6.0
7.4,0.37,0.26,9.6,0.05,33.0,134.0,99.608,3.13,0.46,10.4,white,5.0
5.7,0.25,0.21,1.5,44.0,21.0,108.0,99.142,3.3,0.59,11,white,6.0
5.8,0.23,0.21,1.5,44.0,21.0,110.0,99.138,3.3,0.57,11,white,6.0
None,265.0,0.28,7.8,52.0,27.0,91.0,99.432,3.19,0.38,10.4,white,6.0
5.7,0.25,0.27,10.8,0.05,58.0,116.0,99.592,3.1,0.5,9.8,white,6.0
5.7,0.25,0.26,12.5,49.0,52.5,106.0,99.691,3.08,0.45,9.4,white,6.0
5.9,0.23,0.28,8.6,46.0,37.0,142.0,99.432,3.23,0.53,10.6,white,6.0
6.2,0.3,0.32,1.2,52.0,32.0,185.0,99.266,3.28,0.44,10.1,white,5.0
6.5,0.33,0.24,14.5,48.0,20.0,96.0,99.456,3.06,0.3,11.5,white,8.0
7.4,0.26,0.29,3.7,48.0,14.0,73.0,9.915,3.06,0.45,11.4,,6.0
7.0,0.2,0.4,1.1,58.0,30.0,93.0,99.322,3.03,0.38,9.2,white,6.0
6.5,0.21,0.42,1.1,59.0,33.0,101.0,9.927,3.12,0.38,9.7,white,6.0
7.3,0.25,0.27,3.8,47.0,16.0,79.0,99.173,3.07,0.46,11.3,white,6.0
6.8,0.27,0.24,4.6,98.0,36.0,127.0,99.412,3.15,0.49,9.6,white,6.0
6.7,0.24,0.3,10.2,0.07,44.0,179.0,99.666,2.86,0.46,8.9,white,6.0
6.4,0.14,0.28,7.9,57.0,21.0,82.0,99.425,3.26,0.36,10,white,6.0
6.4,0.5,0.2,2.4,59.0,19.0,112.0,99.314,3.18,0.4,9.2,white,6.0
6.6,0.41,0.27,10.7,0.11,20.0,103.0,99.672,3.08,0.41,9,white,6.0
6.4,0.25,0.28,4.9,0.03,29.0,98.0,99.024,3.09,0.58,12.8,white,7.0
6.6,0.41,0.27,10.7,0.11,20.0,103.0,99.672,3.08,0.41,9,white,6.0
8.0,0.25,0.35,1.1,54.0,13.0,136.0,99.366,3.08,0.55,9.5,white,5.0
6.4,0.14,0.28,7.9,57.0,21.0,82.0,99.425,3.26,0.36,10,white,6.0
6.6,0.21,0.34,5.6,46.0,30.0,140.0,99.299,3.22,0.38,11,white,5.0
6.4,0.5,0.2,2.4,59.0,19.0,112.0,99.314,3.18,0.4,9.2,white,6.0
6.3,0.29,0.23,14.2,37.0,24.0,99.0,99.528,3.08,0.38,10.6,white,6.0
6.9,0.37,0.23,9.5,57.0,54.0,166.0,99.568,3.23,0.42,10,white,5.0
6.9,0.37,0.23,9.5,57.0,54.0,166.0,99.568,3.23,0.42,10,white,5.0
None,0.31,0.28,4.1,0.03,22.0,86.0,99.062,3.31,0.38,11.7,white,7.0
6.9,0.45,0.27,4.7,35.0,17.0,80.0,99.058,3.12,0.36,12.5,white,7.0
6.9,0.3,0.45,1.4,39.0,36.0,122.0,99.059,3.07,0.47,11.1,white,7.0
5.3,0.23,0.56,0.9,41.0,46.0,141.0,99.119,3.16,0.62,9.7,white,5.0
6.8,0.3,0.26,20.3,37.0,45.0,150.0,99.727,3.04,0.38,12.3,white,6.0
6.7,0.28,0.42,3.5,35.0,43.0,105.0,99.021,3.18,0.38,12.2,white,6.0
5.0,255.0,0.22,2.7,43.0,46.0,153.0,99.238,3.75,0.76,11.3,white,6.0
None,0.4,0.27,1.2,53.0,23.0,193.0,99.164,3.22,0.38,11.6,white,5.0
5.5,0.21,0.25,1.2,0.04,18.0,75.0,99.006,3.31,0.56,11.3,white,6.0
6.0,0.2,0.25,2.0,41.0,30.0,95.0,99.078,3.27,0.56,11.1,white,6.0
6.1,0.17,0.29,1.1,41.0,32.0,92.0,99.036,3.26,0.57,11.2,white,6.0
7.5,0.21,0.29,1.5,46.0,35.0,107.0,99.123,3.15,0.45,11.3,white,6.0
7.3,0.26,0.32,1.2,41.0,29.0,94.0,98.978,3.07,0.45,12,white,6.0
6.2,0.35,0.2,18.1,69.0,33.0,158.0,99.908,3.15,0.5,8.8,white,6.0
6.2,0.35,0.2,18.1,69.0,33.0,158.0,99.908,3.15,0.5,8.8,white,6.0
6.5,0.43,0.31,3.6,46.0,19.0,143.0,99.022,3.15,0.34,12,white,8.0
6.5,0.4,0.31,3.5,46.0,22.0,147.0,99.024,3.15,0.31,12,white,7.0
7.4,0.28,0.5,12.1,49.0,48.0,122.0,9.973,3.01,0.44,9,white,5.0
6.3,0.23,0.22,17.45,54.0,42.0,151.0,99.853,3.12,0.6,9.3,white,6.0
6.2,0.34,0.25,12.1,59.0,33.0,171.0,99.769,3.14,0.56,8.7,white,6.0
6.6,0.44,0.32,3.0,95.0,13.0,75.0,98.954,3.1,0.63,12.8,white,6.0
6.0,0.13,0.36,1.6,52.0,23.0,72.0,98.974,3.1,0.5,11.5,white,7.0
6.3,0.17,0.23,5.7,48.0,44.0,147.0,99.382,3.08,0.54,10,white,5.0
6.3,0.18,0.22,5.6,47.0,45.0,147.0,99.383,3.09,0.54,10,white,5.0
6.7,0.31,0.34,6.8,59.0,51.0,215.0,99.538,3.33,0.56,10.3,white,5.0
6.6,0.33,0.32,15.6,54.0,62.0,227.0,99.734,3.25,0.56,10.4,white,5.0
6.3,0.34,0.31,6.0,0.02,18.0,68.0,98.981,3.22,0.29,13.4,white,7.0
6.8,0.29,0.32,1.8,32.0,18.0,130.0,99.095,3.05,0.62,11.2,white,6.0
7.4,0.31,0.26,8.6,48.0,47.0,206.0,9.964,3.26,0.36,9.1,white,5.0
7.4,0.31,0.26,8.6,48.0,47.0,206.0,9.964,3.26,0.36,9.1,white,5.0
5.7,0.25,0.27,11.5,0.04,24.0,120.0,99.411,3.33,0.31,10.8,white,6.0
6.8,0.27,0.28,7.8,38.0,26.0,89.0,9.915,3.24,0.34,12.5,white,6.0
5.9,0.26,0.24,2.4,46.0,27.0,132.0,99.234,3.63,0.73,11.3,white,5.0
5.9,0.65,0.23,5.0,35.0,20.0,128.0,99.016,3.46,0.48,12.8,white,6.0
7.4,0.31,0.26,8.6,48.0,47.0,206.0,9.964,3.26,0.36,9.1,white,5.0
